customer_id,tier,mrr,start_date,churn_date,churned,payment_failures,feature_usage_score
cus_1033,Starter,29,2023-03-03,,False,1.0,6.5
cus_1034,Starter,29,2023-09-14,,False,1.0,9.3
cus_1035,Starter,29,2023-12-26,,False,0.0,6.0
cus_1036,Starter,29,2024-06-06,2024-09-26,True,3.0,2.7
cus_1037,Growth,79,2023-03-13,,False,0.0,7.9
cus_1038,Starter,29,2023-05-06,,False,0.0,9.8
cus_1039,Growth,79,2023-10-14,,False,1.0,5.0
cus_1040,Starter,29,2024-05-31,,False,0.0,9.6
cus_1041,Starter,29,2023-12-17,,False,2.0,4.2
cus_1042,Enterprise,299,2024-04-08,,False,1.0,8.8
cus_1043,Growth,79,2023-11-26,,False,0.0,8.7
cus_1044,Starter,29,2023-12-03,2024-12-21,True,2.0,3.9
cus_1045,Starter,29,2023-01-03,,False,0.0,5.3
cus_1046,Starter,29,2023-01-10,,False,1.0,4.2
cus_1047,Starter,29,2024-05-15,,False,1.0,6.3
cus_1048,Growth,79,2023-03-21,,False,5.0,4.5
cus_1049,Enterprise,299,2024-03-31,,False,0.0,9.6
cus_1050,Starter,29,2024-01-21,,False,0.0,7.0
cus_1051,Starter,29,2023-07-01,,False,0.0,7.3
cus_1052,Growth,79,2023-01-09,2023-08-16,True,2.0,4.7
cus_1053,Enterprise,299,2024-03-31,2025-05-15,True,4.0,3.6
cus_1054,Starter,29,2023-10-15,,False,0.0,6.8
cus_1055,Growth,79,2023-07-16,2024-06-24,True,2.0,3.2
cus_1056,Growth,79,2023-08-15,,False,0.0,9.0
cus_1057,Starter,29,2024-01-07,2024-10-15,True,1.0,2.2
cus_1058,Enterprise,299,2023-08-03,2025-01-17,True,1.0,4.8
cus_1059,Growth,79,2024-02-10,2024-07-31,True,2.0,3.3
cus_1060,Growth,79,2024-05-20,2024-09-26,True,3.0,1.6
cus_1061,Growth,79,2023-06-29,2023-10-02,True,1.0,4.7
cus_1062,Growth,79,2023-05-11,,False,2.0,6.2
cus_1063,Growth,79,2023-08-22,,False,0.0,7.0
cus_1064,Growth,79,2023-10-08,2024-10-19,True,5.0,4.3
cus_1065,Starter,29,2024-06-29,,False,1.0,6.7
cus_1066,Growth,79,2024-04-09,2024-12-13,True,2.0,3.8
cus_1067,Growth,79,2023-02-23,,False,1.0,4.8
cus_1068,Starter,29,2024-02-21,2025-03-05,True,2.0,4.9
cus_1069,Growth,79,2024-05-22,,False,0.0,7.5
cus_1070,Growth,79,2023-08-18,2024-12-30,True,1.0,2.3
cus_1071,Starter,29,2024-04-04,2024-11-20,True,1.0,2.6
cus_1072,Starter,29,2023-03-25,,False,0.0,6.5
cus_1073,Growth,79,2023-08-20,,False,4.0,7.5
cus_1074,Starter,29,2023-03-18,,False,1.0,8.6
cus_1075,Starter,29,2023-12-04,2024-11-18,True,4.0,5.4
cus_1076,Growth,79,2023-01-29,,False,0.0,4.7
cus_1077,Growth,79,2023-12-09,,False,0.0,7.3
cus_1078,Starter,29,2024-04-29,2024-11-19,True,5.0,4.7
cus_1079,Growth,79,2023-12-08,,False,0.0,4.2
cus_1080,Starter,29,2023-03-16,,False,0.0,8.1
cus_1081,Growth,79,2023-04-08,,False,4.0,4.8
cus_1082,Growth,79,2023-03-29,,False,2.0,9.5
cus_1083,Enterprise,299,2024-01-22,,False,2.0,6.1
cus_1084,Growth,79,2023-03-08,,False,0.0,7.3
cus_1085,Starter,29,2024-03-28,2025-03-05,True,3.0,1.6
cus_1086,Growth,79,2023-03-09,2023-05-06,True,4.0,5.5
cus_1087,Growth,79,2023-10-29,,False,0.0,7.7
cus_1088,Starter,29,2024-02-25,2025-01-26,True,5.0,1.2
cus_1089,Growth,79,2023-01-11,,False,1.0,6.1
cus_1090,Starter,29,2024-03-14,,False,0.0,6.5
cus_1091,Growth,79,2023-12-14,,False,0.0,9.0
cus_1092,Growth,79,2023-01-27,,False,0.0,6.9
cus_1093,Starter,29,2023-07-17,2023-08-22,True,1.0,1.9
cus_1094,Growth,79,2023-03-11,,False,1.0,9.5
cus_1095,Growth,79,2023-05-10,,False,2.0,4.5
cus_1096,Starter,29,2024-03-07,,False,2.0,7.6
cus_1097,Growth,79,2023-07-10,,False,0.0,7.9
cus_1098,Growth,79,2023-03-03,2024-01-26,True,2.0,3.2
cus_1099,Starter,29,2024-01-02,2025-04-29,True,2.0,3.9
cus_1100,Growth,79,2023-05-30,2023-12-04,True,5.0,1.5
cus_1101,Growth,79,2023-10-26,,False,0.0,6.0
cus_1102,Starter,29,2023-05-29,2024-03-13,True,2.0,5.5
cus_1103,Growth,79,2023-02-25,,False,0.0,9.1
cus_1104,Starter,29,2023-07-25,,False,0.0,5.9
cus_1105,Starter,29,2023-03-12,2024-03-17,True,2.0,1.9
cus_1106,Starter,29,2024-04-23,,False,0.0,8.9
cus_1107,Starter,29,2023-12-10,,False,1.0,9.9
cus_1108,Starter,29,2023-06-16,2024-10-06,True,1.0,3.6
cus_1109,Growth,79,2023-02-13,,False,0.0,7.7
cus_1110,Enterprise,299,2023-08-17,,False,0.0,5.7
cus_1111,Starter,29,2023-08-07,2024-09-16,True,1.0,2.4
cus_1112,Growth,79,2023-12-06,,False,0.0,9.3
cus_1113,Starter,29,2024-02-14,2025-08-03,True,1.0,5.6
cus_1114,Starter,29,2023-01-11,2023-02-25,True,5.0,4.8
cus_1115,Growth,79,2023-05-26,,False,2.0,8.0
cus_1116,Starter,29,2024-01-04,2024-02-18,True,1.0,2.0
cus_1117,Starter,29,2023-10-18,2025-02-12,True,4.0,4.8
cus_1118,Starter,29,2023-06-28,2024-05-06,True,0.0,5.5
cus_1119,Starter,29,2023-07-20,2024-10-23,True,5.0,3.7
cus_1120,Starter,29,2023-04-14,2024-04-24,True,3.0,1.0
cus_1121,Starter,29,2023-04-24,2023-09-08,True,4.0,1.1
cus_1122,Starter,29,2023-09-03,,False,0.0,9.7
cus_1123,Starter,29,2023-06-25,,False,0.0,8.4
cus_1124,Enterprise,299,2024-03-20,,False,0.0,9.0
cus_1125,Starter,29,2023-05-28,,False,0.0,4.7
cus_1126,Starter,29,2023-07-14,2024-02-22,True,3.0,5.2
cus_1127,Growth,79,2023-11-22,,False,0.0,6.6
cus_1128,Enterprise,299,2023-09-08,,False,0.0,9.2
cus_1129,Growth,79,2023-07-13,,False,5.0,8.4
cus_1130,Starter,29,2023-06-02,2023-07-29,True,1.0,2.8
cus_1131,Growth,79,2023-10-14,,False,0.0,8.8
cus_1132,Enterprise,299,2024-05-15,,False,1.0,6.0
cus_1133,Starter,29,2024-04-26,,False,0.0,5.7
cus_1134,Growth,79,2023-06-21,,False,1.0,7.1
cus_1135,Growth,79,2024-06-05,,False,1.0,8.2
cus_1136,Growth,79,2023-07-03,,False,0.0,9.5
cus_1137,Starter,29,2024-05-09,,False,0.0,9.6
cus_1138,Starter,29,2023-10-02,,False,1.0,5.9
cus_1139,Growth,79,2023-02-07,,False,1.0,8.0
cus_1140,Enterprise,299,2024-04-07,,False,2.0,4.2
cus_1141,Starter,29,2023-11-10,,False,1.0,4.0
cus_1142,Starter,29,2023-06-10,,False,0.0,6.3
cus_1143,Starter,29,2023-03-28,2023-06-09,True,5.0,4.4
cus_1144,Starter,29,2024-06-15,,False,0.0,4.9
cus_1145,Growth,79,2024-04-21,,False,1.0,8.4
cus_1146,Starter,29,2024-04-06,,False,0.0,5.2
cus_1147,Starter,29,2024-05-24,2025-01-04,True,4.0,5.8
cus_1148,Starter,29,2024-03-28,2025-03-23,True,4.0,4.7
cus_1149,Starter,29,2023-03-26,2024-01-06,True,0.0,1.3
cus_1150,Growth,79,2023-03-22,,False,0.0,5.3
cus_1151,Enterprise,299,2023-04-11,,False,0.0,6.5
cus_1152,Starter,29,2023-07-25,2024-08-03,True,1.0,2.9
cus_1153,Starter,29,2023-11-06,,False,0.0,7.8
cus_1154,Growth,79,2023-10-09,2024-09-12,True,2.0,4.3
cus_1155,Enterprise,299,2023-09-25,2024-03-26,True,1.0,2.5
cus_1156,Starter,29,2023-12-21,,False,0.0,5.8
cus_1157,Starter,29,2024-02-20,,False,0.0,8.8
cus_1158,Growth,79,2023-01-13,,False,0.0,6.1
cus_1159,Growth,79,2023-06-02,,False,0.0,4.6
cus_1160,Starter,29,2023-08-03,,False,0.0,9.3
cus_1161,Growth,79,2024-04-24,,False,1.0,5.7
cus_1162,Starter,29,2023-03-29,2023-08-02,True,5.0,2.6
cus_1163,Starter,29,2024-03-03,2024-11-18,True,3.0,1.6
cus_1164,Enterprise,299,2023-01-31,,False,0.0,5.9
cus_1165,Growth,79,2023-05-12,,False,0.0,8.2
cus_1166,Growth,79,2024-05-26,,False,1.0,8.6
cus_1167,Growth,79,2023-12-14,,False,0.0,8.8
cus_1168,Starter,29,2024-02-18,,False,0.0,6.5
cus_1169,Growth,79,2023-11-03,,False,0.0,5.7
cus_1170,Starter,29,2023-02-02,,False,0.0,9.3
cus_1171,Starter,29,2023-12-05,,False,1.0,4.4
cus_1172,Growth,79,2024-02-05,,False,1.0,5.6
cus_1173,Starter,29,2024-02-05,2024-09-19,True,2.0,3.0
cus_1174,Starter,29,2023-04-22,2024-09-25,True,2.0,3.0
cus_1175,Starter,29,2023-11-08,2024-01-30,True,5.0,2.3
cus_1176,Growth,79,2023-07-01,2024-07-17,True,3.0,2.7
cus_1177,Growth,79,2023-01-28,2023-04-03,True,4.0,2.5
cus_1178,Enterprise,299,2024-01-31,,False,0.0,7.4
cus_1179,Starter,29,2024-06-20,2024-08-18,True,1.0,2.0
cus_1180,Starter,29,2023-01-12,2024-04-26,True,3.0,5.7
cus_1181,Enterprise,299,2024-02-05,,False,1.0,6.0
cus_1182,Starter,29,2024-03-04,,False,1.0,4.1
cus_1183,Starter,29,2023-07-31,2023-12-13,True,3.0,5.0
cus_1184,Starter,29,2024-05-01,2025-03-21,True,0.0,4.5
cus_1185,Enterprise,299,2023-07-27,,False,2.0,8.6
cus_1186,Growth,79,2023-10-10,,False,0.0,7.9
cus_1187,Enterprise,299,2024-04-01,2024-11-21,True,2.0,2.8
cus_1188,Growth,79,2023-09-10,,False,0.0,4.9
cus_1189,Enterprise,299,2024-05-17,,False,0.0,9.2
cus_1190,Growth,79,2023-04-04,,False,0.0,8.8
cus_1191,Enterprise,299,2024-04-12,,False,2.0,6.0
cus_1192,Growth,79,2023-11-01,,False,0.0,8.4
cus_1193,Growth,79,2023-06-29,,False,2.0,4.2
cus_1194,Starter,29,2024-03-18,,False,0.0,9.6
cus_1195,Enterprise,299,2023-07-07,,False,0.0,6.4
cus_1196,Starter,29,2023-02-14,2024-06-03,True,2.0,1.8
cus_1197,Starter,29,2023-10-26,,False,0.0,5.4
cus_1198,Starter,29,2023-08-11,,False,1.0,5.5
cus_1199,Starter,29,2023-05-05,,False,0.0,4.7
cus_1200,Starter,29,2023-04-18,,False,1.0,7.9
cus_1201,Growth,79,2024-02-24,,False,0.0,8.4
cus_1202,Starter,29,2024-06-02,2024-07-15,True,1.0,1.4
cus_1203,Starter,29,2024-04-17,,False,0.0,8.3
cus_1204,Growth,79,2023-07-19,,False,1.0,6.5
cus_1205,Starter,29,2023-04-28,,False,0.0,9.0
cus_1206,Starter,29,2024-04-20,,False,1.0,4.9
cus_1207,Starter,29,2023-09-06,,False,1.0,8.8
cus_1208,Starter,29,2024-04-27,,False,0.0,7.6
cus_1209,Growth,79,2023-06-24,,False,0.0,5.9
cus_1210,Growth,79,2023-07-01,,False,0.0,4.1
cus_1211,Growth,79,2024-02-05,2025-02-12,True,1.0,2.0
cus_1212,Growth,79,2023-10-07,2024-05-07,True,1.0,4.3
cus_1213,Starter,29,2023-02-05,,False,0.0,5.7
cus_1214,Growth,79,2024-03-28,,False,0.0,9.8
cus_1215,Growth,79,2024-06-19,,False,0.0,6.9
cus_1216,Growth,79,2023-04-16,,False,2.0,7.2
cus_1217,Starter,29,2023-02-23,,False,0.0,4.1
cus_1218,Starter,29,2024-01-22,,False,0.0,6.4
cus_1219,Enterprise,299,2024-01-19,,False,0.0,7.3
cus_1220,Starter,29,2023-01-17,,False,0.0,5.3
cus_1221,Enterprise,299,2023-12-12,,False,3.0,6.4
cus_1222,Growth,79,2023-03-06,,False,0.0,6.2
cus_1223,Enterprise,299,2023-06-21,,False,0.0,7.9
cus_1224,Starter,29,2024-06-08,2024-12-22,True,2.0,5.0
cus_1225,Starter,29,2023-07-14,,False,3.0,4.6
cus_1226,Enterprise,299,2024-02-09,,False,0.0,9.2
cus_1227,Starter,29,2023-08-07,2024-02-18,True,2.0,2.2
cus_1228,Starter,29,2024-02-16,,False,0.0,7.7
cus_1229,Starter,29,2023-08-06,,False,0.0,8.3
cus_1230,Starter,29,2023-10-13,,False,0.0,5.4
cus_1231,Starter,29,2023-03-10,,False,1.0,5.5
cus_1232,Starter,29,2024-05-26,,False,0.0,6.0
cus_1233,Starter,29,2023-06-25,2023-09-11,True,1.0,2.6
cus_1234,Growth,79,2024-02-02,,False,0.0,6.4
cus_1235,Enterprise,299,2023-05-17,,False,0.0,8.1
cus_1236,Growth,79,2023-11-22,,False,1.0,8.8
cus_1237,Growth,79,2023-03-11,,False,0.0,5.9
cus_1238,Growth,79,2024-04-04,,False,1.0,5.9
cus_1239,Growth,79,2023-08-27,,False,1.0,7.1
cus_1240,Growth,79,2023-01-14,,False,2.0,10.0
cus_1241,Growth,79,2023-05-08,,False,0.0,4.6
cus_1242,Growth,79,2023-09-07,,False,1.0,6.3
cus_1243,Starter,29,2024-01-19,,False,1.0,5.0
cus_1244,Starter,29,2024-01-20,2024-03-09,True,3.0,1.8
cus_1245,Starter,29,2024-03-30,,False,0.0,9.8
cus_1246,Starter,29,2023-10-12,2024-12-17,True,0.0,3.1
cus_1247,Growth,79,2024-06-17,,False,0.0,8.8
cus_1248,Starter,29,2023-10-23,,False,0.0,8.5
cus_1249,Starter,29,2023-12-06,2024-04-19,True,2.0,3.0
cus_1250,Growth,79,2023-09-12,,False,0.0,6.6
cus_1251,Growth,79,2023-08-16,,False,0.0,9.5
cus_1252,Starter,29,2023-11-26,2024-11-12,True,3.0,3.6
cus_1253,Starter,29,2024-05-18,2024-09-23,True,3.0,2.9
cus_1254,Starter,29,2023-05-25,,False,1.0,4.8
cus_1255,Starter,29,2023-06-27,,False,0.0,5.2
cus_1256,Growth,79,2023-07-29,,False,1.0,8.3
cus_1257,Starter,29,2024-04-23,2025-05-27,True,2.0,2.3
cus_1258,Starter,29,2024-03-10,2024-08-14,True,2.0,5.7
cus_1259,Starter,29,2024-04-04,,False,2.0,8.3
cus_1260,Starter,29,2024-05-07,2025-10-16,True,4.0,1.7
cus_1261,Starter,29,2024-01-22,2024-10-03,True,2.0,5.1
cus_1262,Starter,29,2024-03-19,,False,0.0,6.5
cus_1263,Growth,79,2024-05-08,2024-12-19,True,1.0,1.3
cus_1264,Starter,29,2023-03-27,,False,3.0,5.9
cus_1265,Enterprise,299,2023-06-06,,False,0.0,8.2
cus_1266,Starter,29,2024-01-25,,False,0.0,6.0
cus_1267,Starter,29,2024-01-20,,False,0.0,6.8
cus_1268,Starter,29,2023-12-08,2024-09-03,True,1.0,2.8
cus_1269,Starter,29,2023-07-14,2024-10-27,True,2.0,2.1
cus_1270,Growth,79,2024-01-19,,False,1.0,9.6
cus_1271,Enterprise,299,2024-02-09,,False,0.0,8.9
cus_1272,Starter,29,2024-05-16,2025-11-02,True,4.0,3.9
cus_1273,Growth,79,2024-02-23,,False,0.0,7.7
cus_1274,Enterprise,299,2023-05-08,,False,0.0,5.5
cus_1275,Growth,79,2023-07-18,,False,0.0,8.0
cus_1276,Enterprise,299,2023-12-23,,False,0.0,4.9
cus_1277,Starter,29,2024-01-13,,False,1.0,5.7
cus_1278,Growth,79,2024-03-10,,False,0.0,4.6
cus_1279,Starter,29,2023-02-05,,False,1.0,7.5
cus_1280,Starter,29,2023-01-29,,False,1.0,6.0
cus_1281,Growth,79,2023-09-25,,False,1.0,7.6
cus_1282,Enterprise,299,2023-05-31,,False,0.0,8.8
cus_1283,Growth,79,2023-06-15,2024-08-12,True,4.0,4.3
cus_1284,Starter,29,2024-01-29,,False,0.0,5.0
cus_1285,Growth,79,2023-03-24,,False,1.0,9.9
cus_1286,Starter,29,2024-03-09,2024-11-12,True,0.0,5.0
cus_1287,Starter,29,2023-11-06,,False,0.0,5.0
cus_1288,Growth,79,2024-01-27,,False,2.0,5.9
cus_1289,Growth,79,2023-04-02,2024-02-19,True,4.0,1.3
cus_1290,Growth,79,2023-12-19,,False,0.0,6.6
cus_1291,Starter,29,2023-08-03,,False,1.0,6.0
cus_1292,Starter,29,2023-11-12,2024-03-07,True,2.0,1.6
cus_1293,Growth,79,2023-01-02,2024-03-03,True,2.0,2.9
cus_1294,Growth,79,2024-06-21,,False,0.0,6.8
cus_1295,Starter,29,2024-03-17,2024-10-24,True,2.0,3.6
cus_1296,Starter,29,2023-05-18,2023-09-18,True,2.0,5.4
cus_1297,Growth,79,2023-04-23,,False,1.0,9.7
cus_1298,Growth,79,2023-07-10,,False,2.0,9.0
cus_1299,Growth,79,2023-07-16,,False,1.0,9.0
cus_1300,Enterprise,299,2024-02-23,,False,0.0,6.9
cus_1301,Enterprise,299,2023-04-22,,False,1.0,8.1
cus_1302,Starter,29,2023-10-28,2024-01-29,True,2.0,3.2
cus_1303,Starter,29,2023-12-17,2024-05-15,True,2.0,1.1
cus_1304,Starter,29,2023-04-14,2023-09-27,True,2.0,3.3
cus_1305,Growth,79,2023-01-08,,False,1.0,8.4
cus_1306,Growth,79,2023-02-12,2023-12-06,True,1.0,3.8
cus_1307,Growth,79,2024-01-20,,False,5.0,9.6
cus_1308,Enterprise,299,2023-09-30,,False,0.0,5.1
cus_1309,Starter,29,2023-12-12,,False,1.0,4.1
cus_1310,Starter,29,2023-12-18,,False,0.0,7.2
cus_1311,Growth,79,2024-01-05,,False,0.0,5.9
cus_1312,Starter,29,2023-02-28,,False,0.0,6.2
cus_1313,Enterprise,299,2023-04-13,2024-07-31,True,1.0,5.6
cus_1314,Growth,79,2023-05-23,2023-08-23,True,3.0,1.2
cus_1315,Enterprise,299,2023-10-14,,False,0.0,6.9
cus_1316,Growth,79,2023-09-12,,False,0.0,8.2
cus_1317,Growth,79,2024-05-01,,False,0.0,7.8
cus_1318,Growth,79,2023-01-04,,False,3.0,8.9
cus_1319,Enterprise,299,2023-11-26,2024-06-27,True,4.0,5.6
cus_1320,Enterprise,299,2023-11-30,,False,5.0,7.8
cus_1321,Starter,29,2024-05-11,,False,0.0,6.8
cus_1322,Growth,79,2023-03-25,,False,2.0,8.5
cus_1323,Enterprise,299,2024-05-02,,False,1.0,4.2
cus_1324,Enterprise,299,2023-04-13,,False,0.0,9.4
cus_1325,Starter,29,2023-07-19,,False,0.0,8.4
cus_1326,Enterprise,299,2024-05-31,2025-03-11,True,4.0,1.7
cus_1327,Growth,79,2023-11-05,,False,0.0,9.1
cus_1328,Enterprise,299,2024-04-23,,False,0.0,7.8
cus_1329,Starter,29,2023-04-29,,False,0.0,4.6
cus_1330,Growth,79,2023-09-07,,False,0.0,9.9
cus_1331,Growth,79,2023-04-02,2024-09-21,True,1.0,4.1
cus_1332,Growth,79,2023-06-14,,False,0.0,9.0
cus_1333,Starter,29,2024-01-28,,False,1.0,5.9
cus_1334,Starter,29,2023-09-21,,False,1.0,9.4
cus_1335,Enterprise,299,2023-05-07,,False,0.0,9.7
cus_1336,Enterprise,299,2024-05-18,,False,0.0,9.6
cus_1337,Growth,79,2023-08-18,,False,0.0,9.0
cus_1338,Growth,79,2023-03-08,,False,1.0,4.4
cus_1339,Starter,29,2024-01-26,,False,1.0,7.0
cus_1340,Growth,79,2024-03-23,,False,1.0,4.5
cus_1341,Starter,29,2023-04-29,2023-07-25,True,2.0,2.4
cus_1342,Starter,29,2023-07-12,,False,0.0,7.0
cus_1343,Starter,29,2024-01-12,2024-07-20,True,1.0,4.7
cus_1344,Enterprise,299,2023-01-02,,False,1.0,4.0
cus_1345,Growth,79,2023-07-14,,False,0.0,6.1
cus_1346,Enterprise,299,2023-11-24,,False,0.0,7.4
cus_1347,Growth,79,2023-05-10,,False,1.0,7.4
cus_1348,Growth,79,2023-08-16,2023-09-19,True,2.0,1.6
cus_1349,Growth,79,2024-04-16,,False,0.0,8.4
cus_1350,Growth,79,2023-10-31,,False,0.0,7.5
cus_1351,Starter,29,2024-04-11,2024-10-03,True,5.0,4.8
cus_1352,Starter,29,2023-02-05,,False,1.0,5.3
cus_1353,Starter,29,2023-05-07,2024-08-13,True,2.0,1.4
cus_1354,Growth,79,2024-05-04,,False,1.0,5.5
cus_1355,Starter,29,2023-10-26,,False,1.0,7.9
cus_1356,Starter,29,2023-12-08,2025-01-07,True,5.0,2.0
cus_1357,Starter,29,2023-08-19,,False,1.0,4.8
cus_1358,Starter,29,2023-07-03,,False,0.0,8.2
cus_1359,Growth,79,2023-11-03,,False,0.0,4.8
cus_1360,Growth,79,2023-06-13,,False,0.0,5.4
cus_1361,Growth,79,2023-12-12,,False,0.0,9.3
cus_1362,Starter,29,2023-12-23,,False,0.0,5.8
cus_1363,Starter,29,2024-06-24,,False,1.0,5.6
cus_1364,Starter,29,2023-07-19,,False,0.0,7.5
cus_1365,Growth,79,2023-04-10,2024-05-29,True,2.0,4.2
cus_1366,Growth,79,2023-02-25,,False,0.0,7.8
cus_1367,Growth,79,2024-04-13,,False,1.0,4.2
cus_1368,Growth,79,2024-03-28,,False,1.0,6.3
cus_1369,Starter,29,2023-05-29,2024-08-12,True,2.0,2.1
cus_1370,Growth,79,2023-01-10,,False,1.0,6.1
cus_1371,Enterprise,299,2023-04-15,,False,1.0,8.8
cus_1372,Enterprise,299,2023-06-01,,False,0.0,8.2
cus_1373,Enterprise,299,2023-06-22,,False,0.0,9.0
cus_1374,Starter,29,2024-04-30,2024-06-25,True,3.0,1.5
cus_1375,Starter,29,2024-06-11,,False,1.0,5.5
cus_1376,Growth,79,2023-06-02,,False,0.0,4.2
cus_1377,Starter,29,2023-02-04,2023-09-25,True,1.0,4.3
cus_1378,Starter,29,2023-06-26,,False,0.0,4.8
cus_1379,Starter,29,2023-04-02,,False,0.0,6.2
cus_1380,Enterprise,299,2024-01-27,,False,0.0,7.5
cus_1381,Growth,79,2024-01-12,2024-04-10,True,0.0,4.5
cus_1382,Starter,29,2024-05-15,,False,1.0,9.2
cus_1383,Enterprise,299,2023-08-19,2024-07-07,True,0.0,3.1
cus_1384,Enterprise,299,2024-05-06,,False,0.0,7.9
cus_1385,Growth,79,2023-07-05,,False,0.0,9.5
cus_1386,Enterprise,299,2024-03-20,,False,0.0,6.8
cus_1387,Starter,29,2023-11-30,2025-04-08,True,1.0,1.1
cus_1388,Enterprise,299,2023-07-09,,False,1.0,6.7
cus_1389,Growth,79,2024-02-08,,False,0.0,6.6
cus_1390,Growth,79,2024-06-26,,False,0.0,9.0
cus_1391,Growth,79,2023-05-08,,False,0.0,6.2
cus_1392,Starter,29,2023-05-01,2024-04-01,True,2.0,4.4
cus_1393,Growth,79,2023-01-06,,False,0.0,9.8
cus_1394,Growth,79,2023-05-06,2024-03-25,True,4.0,4.8
cus_1395,Starter,29,2023-06-15,2023-11-23,True,5.0,3.5
cus_1396,Enterprise,299,2023-02-05,,False,0.0,8.6
cus_1397,Starter,29,2023-11-02,,False,3.0,6.4
cus_1398,Growth,79,2024-03-09,,False,0.0,7.1
cus_1399,Growth,79,2023-09-12,,False,2.0,9.3
cus_1400,Enterprise,299,2024-06-15,,False,3.0,9.7
cus_1401,Starter,29,2024-06-30,,False,0.0,9.8
cus_1402,Growth,79,2023-11-17,,False,1.0,4.8
cus_1403,Enterprise,299,2023-12-27,,False,0.0,9.8
cus_1404,Growth,79,2023-04-12,,False,3.0,5.9
cus_1405,Starter,29,2023-02-07,2023-08-09,True,3.0,5.0
cus_1406,Enterprise,299,2023-08-09,,False,0.0,5.0
cus_1407,Growth,79,2023-08-10,,False,0.0,4.9
cus_1408,Starter,29,2024-03-08,2024-08-15,True,4.0,2.5
cus_1409,Starter,29,2023-06-17,,False,0.0,5.4
cus_1410,Starter,29,2023-09-18,,False,0.0,4.5
cus_1411,Enterprise,299,2023-05-27,,False,0.0,8.1
cus_1412,Starter,29,2023-10-03,,False,1.0,6.2
cus_1413,Growth,79,2023-07-17,,False,0.0,6.1
cus_1414,Growth,79,2024-06-07,,False,0.0,8.1
cus_1415,Starter,29,2023-06-07,2024-08-13,True,3.0,5.6
cus_1416,Starter,29,2023-01-27,,False,1.0,9.0
cus_1417,Starter,29,2023-10-04,2023-12-29,True,3.0,4.8
cus_1418,Growth,79,2024-02-21,2025-02-12,True,0.0,1.6
cus_1419,Starter,29,2023-12-08,,False,1.0,4.8
cus_1420,Starter,29,2023-08-20,2023-11-08,True,3.0,5.5
cus_1421,Starter,29,2023-08-16,,False,1.0,8.4
cus_1422,Starter,29,2023-05-07,2024-06-12,True,2.0,3.0
cus_1423,Enterprise,299,2024-05-16,,False,0.0,6.9
cus_1424,Starter,29,2023-10-16,,False,1.0,7.5
cus_1425,Growth,79,2023-02-19,2024-07-17,True,1.0,4.0
cus_1426,Growth,79,2023-07-05,,False,1.0,6.2
cus_1427,Growth,79,2024-06-28,,False,0.0,8.9
cus_1428,Enterprise,299,2024-02-17,,False,1.0,8.5
cus_1429,Starter,29,2023-01-10,,False,2.0,7.9
cus_1430,Growth,79,2023-05-10,2024-03-25,True,1.0,1.9
cus_1431,Growth,79,2023-02-24,,False,0.0,6.6
cus_1432,Growth,79,2024-01-15,,False,0.0,7.9
